time_s,radius_cm,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm,surface_temperature_K
96540,1.202367,323.1488,323.1489,323.1492,323.1498,323.1506,323.1516,323.1527,323.1539,323.1550,323.1558,323.1560,323.1555,323.1545,,,,,,,,,323.1545
96600,1.202333,323.1510,323.1511,323.1514,323.1519,323.1526,323.1535,323.1546,323.1559,323.1577,323.1600,323.1634,323.1686,323.1768,,,,,,,,,323.1771
96660,1.202300,323.1525,323.1526,323.1527,323.1529,323.1531,323.1530,323.1526,323.1514,323.1488,323.1436,323.1340,323.1171,323.0879,,,,,,,,,323.0870
96720,1.202267,323.1507,323.1506,323.1501,323.1493,323.1479,323.1457,323.1424,323.1378,323.1313,323.1228,323.1122,323.1002,323.0884,,,,,,,,,323.0881
96780,1.202233,323.1458,323.1455,323.1448,323.1436,323.1419,323.1397,323.1372,323.1347,323.1329,323.1329,323.1364,323.1462,323.1666,,,,,,,,,323.1673
96840,1.202200,323.1415,323.1413,323.1408,323.1399,323.1387,323.1372,323.1353,323.1331,323.1301,323.1254,323.1173,323.1026,323.0752,,,,,,,,,323.0744
96900,1.202167,323.1375,323.1373,323.1367,323.1358,323.1345,323.1329,323.1309,323.1288,323.1269,323.1259,323.1274,323.1341,323.1517,,,,,,,,,323.1523
96960,1.202133,323.1339,323.1337,323.1332,323.1323,323.1311,323.1295,323.1274,323.1246,323.1206,323.1145,323.1045,323.0873,323.0569,,,,,,,,,323.0560
97020,1.202100,323.1288,323.1285,323.1277,323.1263,323.1243,323.1214,323.1175,323.1125,323.1062,323.0986,323.0900,323.0817,323.0763,,,,,,,,,323.0762
97080,1.202067,323.1224,323.1221,323.1212,323.1197,323.1176,323.1151,323.1121,323.1090,323.1062,323.1044,323.1046,323.1083,323.1175,,,,,,,,,323.1178
97140,1.202033,323.1176,323.1174,323.1169,323.1161,323.1151,323.1140,323.1132,323.1129,323.1135,323.1154,323.1190,323.1245,323.1321,,,,,,,,,323.1323
97200,1.202000,323.1159,323.1158,323.1157,323.1156,323.1155,323.1155,323.1158,323.1165,323.1175,323.1188,323.1201,323.1208,323.1200,,,,,,,,,323.1200
97260,1.202000,323.1152,323.1152,323.1151,323.1148,323.1144,323.1137,323.1124,323.1103,323.1066,323.1005,323.0902,323.0736,323.0469,,,,,,,,,323.0462
97320,1.202000,323.1131,323.1130,323.1127,323.1121,323.1114,323.1104,323.1094,323.1086,323.1089,323.1114,323.1187,323.1353,323.1687,,,,,,,,,323.1696
97380,1.202000,323.1126,323.1126,323.1127,323.1129,323.1133,323.1142,323.1156,323.1180,323.1215,323.1260,323.1309,323.1346,323.1331,,,,,,,,,323.1330
97440,1.202000,323.1151,323.1153,323.1158,323.1166,323.1179,323.1198,323.1224,323.1260,323.1308,323.1373,323.1461,323.1586,323.1776,,,,,,,,,323.1781
97500,1.202000,323.1205,323.1208,323.1217,323.1232,323.1255,323.1287,323.1330,323.1385,323.1457,323.1548,323.1660,323.1796,323.1956,,,,,,,,,323.1960
97560,1.202000,323.1288,323.1292,323.1305,323.1327,323.1359,323.1402,323.1458,323.1529,323.1618,323.1727,323.1859,323.2020,323.2218,,,,,,,,,323.2222
97620,1.202000,323.1391,323.1396,323.1411,323.1436,323.1472,323.1517,323.1574,323.1639,323.1711,323.1785,323.1853,323.1900,323.1904,,,,,,,,,323.1904
97680,1.202000,323.1489,323.1493,323.1505,323.1526,323.1553,323.1586,323.1622,323.1658,323.1690,323.1710,323.1712,323.1685,323.1620,,,,,,,,,323.1618
97740,1.202000,323.1552,323.1555,323.1562,323.1572,323.1586,323.1599,323.1610,323.1615,323.1609,323.1587,323.1544,323.1473,323.1366,,,,,,,,,323.1363
97800,1.202000,323.1578,323.1578,323.1581,323.1584,323.1587,323.1590,323.1592,323.1592,323.1593,323.1597,323.1614,323.1659,323.1756,,,,,,,,,323.1759
97860,1.202000,323.1590,323.1591,323.1593,323.1596,323.1601,323.1607,323.1617,323.1630,323.1650,323.1678,323.1716,323.1765,323.1822,,,,,,,,,323.1823
97920,1.202000,323.1606,323.1606,323.1608,323.1612,323.1616,323.1621,323.1627,323.1630,323.1629,323.1617,323.1586,323.1521,323.1398,,,,,,,,,323.1394
97980,1.202000,323.1605,323.1605,323.1603,323.1601,323.1595,323.1585,323.1568,323.1539,323.1495,323.1428,323.1329,323.1189,323.0993,,,,,,,,,323.0988
98040,1.202000,323.1567,323.1565,323.1558,323.1545,323.1525,323.1495,323.1454,323.1397,323.1322,323.1223,323.1098,323.0942,323.0753,,,,,,,,,323.0749
98100,1.202000,323.1488,323.1484,323.1471,323.1450,323.1417,323.1373,323.1314,323.1239,323.1146,323.1030,323.0891,323.0726,323.0528,,,,,,,,,323.0524
98160,1.202000,323.1386,323.1382,323.1367,323.1343,323.1310,323.1268,323.1219,323.1165,323.1114,323.1075,323.1065,323.1112,323.1260,,,,,,,,,323.1264
98220,1.202000,323.1310,323.1307,323.1298,323.1285,323.1270,323.1255,323.1245,323.1246,323.1266,323.1316,323.1409,323.1557,323.1776,,,,,,,,,323.1781
98280,1.202000,323.1291,323.1290,323.1290,323.1291,323.1294,323.1302,323.1317,323.1342,323.1376,323.1420,323.1465,323.1498,323.1495,,,,,,,,,323.1494
98340,1.202000,323.1308,323.1309,323.1312,323.1318,323.1326,323.1338,323.1352,323.1369,323.1386,323.1401,323.1410,323.1410,323.1398,,,,,,,,,323.1398
98400,1.202000,323.1322,323.1322,323.1323,323.1324,323.1323,323.1319,323.1308,323.1285,323.1242,323.1166,323.1040,323.0834,323.0504,,,,,,,,,323.0495
98460,1.202000,323.1295,323.1294,323.1288,323.1278,323.1262,323.1237,323.1203,323.1158,323.1100,323.1033,323.0967,323.0921,323.0935,,,,,,,,,323.0937
98520,1.202000,323.1251,323.1249,323.1243,323.1234,323.1222,323.1210,323.1199,323.1197,323.1211,323.1257,323.1353,323.1529,323.1826,,,,,,,,,323.1834
98580,1.202000,323.1244,323.1244,323.1245,323.1249,323.1256,323.1271,323.1295,323.1334,323.1391,323.1470,323.1570,323.1683,323.1792,,,,,,,,,323.1794
98640,1.202000,323.1281,323.1283,323.1290,323.1301,323.1318,323.1341,323.1370,323.1406,323.1445,323.1483,323.1512,323.1518,323.1484,,,,,,,,,323.1483
98700,1.202000,323.1333,323.1335,323.1343,323.1355,323.1373,323.1396,323.1425,323.1461,323.1506,323.1562,323.1637,323.1746,323.1915,,,,,,,,,323.1919
98760,1.202000,323.1389,323.1391,323.1399,323.1412,323.1430,323.1453,323.1481,323.1512,323.1544,323.1572,323.1587,323.1573,323.1501,,,,,,,,,323.1499
98820,1.202000,323.1445,323.1447,323.1455,323.1469,323.1489,323.1516,323.1551,323.1597,323.1661,323.1751,323.1887,323.2098,323.2439,,,,,,,,,323.2448
98880,1.202000,323.1511,323.1514,323.1523,323.1539,323.1560,323.1587,323.1618,323.1650,323.1676,323.1681,323.1641,323.1509,323.1206,,,,,,,,,323.1197
98940,1.202000,323.1546,323.1547,323.1549,323.1551,323.1550,323.1544,323.1525,323.1485,323.1415,323.1300,323.1126,323.0875,323.0534,,,,,,,,,323.0526
99000,1.202000,323.1501,323.1498,323.1487,323.1469,323.1438,323.1391,323.1323,323.1227,323.1095,323.0919,323.0692,323.0405,323.0049,,,,,,,,,323.0041
99060,1.202000,323.1382,323.1376,323.1358,323.1326,323.1280,323.1218,323.1140,323.1046,323.0942,323.0837,323.0750,323.0710,323.0767,,,,,,,,,323.0770
99120,1.202000,323.1248,323.1242,323.1224,323.1193,323.1151,323.1098,323.1036,323.0965,323.0889,323.0806,323.0715,323.0604,323.0449,,,,,,,,,323.0445
99180,1.202000,323.1138,323.1134,323.1120,323.1099,323.1072,323.1041,323.1011,323.0989,323.0985,323.1016,323.1108,323.1301,323.1664,,,,,,,,,323.1674
99240,1.202000,323.1092,323.1091,323.1087,323.1083,323.1081,323.1084,323.1096,323.1122,323.1166,323.1229,323.1308,323.1388,323.1436,,,,,,,,,323.1437
99300,1.202000,323.1101,323.1102,323.1105,323.1110,323.1119,323.1132,323.1149,323.1170,323.1193,323.1212,323.1221,323.1207,323.1158,,,,,,,,,323.1157
99360,1.202000,323.1140,323.1143,323.1150,323.1162,323.1182,323.1211,323.1254,323.1317,323.1412,323.1556,323.1780,323.2133,323.2699,,,,,,,,,323.2713
99420,1.202000,323.1228,323.1233,323.1247,323.1272,323.1309,323.1359,323.1425,323.1505,323.1599,323.1694,323.1769,323.1780,323.1644,,,,,,,,,323.1639
99480,1.202000,323.1338,323.1344,323.1359,323.1385,323.1421,323.1467,323.1523,323.1588,323.1661,323.1746,323.1851,323.1994,323.2219,,,,,,,,,323.2225
99540,1.202000,323.1448,323.1453,323.1468,323.1493,323.1528,323.1573,323.1628,323.1692,323.1764,323.1843,323.1924,323.1996,323.2041,,,,,,,,,323.2042
99600,1.202000,323.1560,323.1565,323.1581,323.1609,323.1648,323.1700,323.1768,323.1856,323.1969,323.2119,323.2324,323.2615,323.3045,,,,,,,,,323.3056
99660,1.202000,323.1702,323.1709,323.1731,323.1768,323.1823,323.1897,323.1993,323.2115,323.2268,323.2455,323.2678,323.2932,323.3207,,,,,,,,,323.3212
99720,1.202000,323.1879,323.1888,323.1913,323.1956,323.2017,323.2096,323.2193,323.2307,323.2435,323.2571,323.2704,323.2817,323.2888,,,,,,,,,323.2888
99780,1.202000,323.2050,323.2058,323.2080,323.2117,323.2166,323.2227,323.2295,323.2365,323.2430,323.2479,323.2499,323.2472,323.2373,,,,,,,,,323.2370
99840,1.202000,323.2173,323.2178,323.2193,323.2216,323.2246,323.2280,323.2314,323.2345,323.2368,323.2379,323.2376,323.2359,323.2337,,,,,,,,,323.2336
99900,1.202000,323.2242,323.2244,323.2252,323.2263,323.2277,323.2291,323.2303,323.2310,323.2308,323.2295,323.2266,323.2216,323.2136,,,,,,,,,323.2134
99960,1.202000,323.2261,323.2261,323.2261,323.2261,323.2257,323.2248,323.2230,323.2198,323.2145,323.2060,323.1931,323.1738,323.1450,,,,,,,,,323.1443
100020,1.202000,323.2224,323.2222,323.2215,323.2201,323.2180,323.2150,323.2106,323.2049,323.1974,323.1883,323.1779,323.1673,323.1586,,,,,,,,,323.1584
100080,1.202000,323.2140,323.2135,323.2121,323.2097,323.2060,323.2009,323.1939,323.1844,323.1718,323.1547,323.1313,323.0982,323.0501,,,,,,,,,323.0489
100140,1.202000,323.1998,323.1991,323.1968,323.1930,323.1873,323.1795,323.1693,323.1562,323.1400,323.1204,323.0977,323.0726,323.0473,,,,,,,,,323.0468
100200,1.202000,323.1817,323.1808,323.1782,323.1739,323.1679,323.1601,323.1507,323.1401,323.1289,323.1181,323.1096,323.1058,323.1106,,,,,,,,,323.1108
100260,1.202000,323.1658,323.1652,323.1632,323.1600,323.1559,323.1511,323.1463,323.1420,323.1393,323.1396,323.1444,323.1558,323.1763,,,,,,,,,323.1769
100320,1.202000,323.1569,323.1566,323.1556,323.1542,323.1526,323.1510,323.1499,323.1496,323.1505,323.1528,323.1560,323.1594,323.1609,,,,,,,,,323.1609
100380,1.202000,323.1533,323.1531,323.1528,323.1522,323.1515,323.1507,323.1497,323.1486,323.1468,323.1439,323.1387,323.1296,323.1143,,,,,,,,,323.1139
100440,1.202000,323.1504,323.1502,323.1498,323.1490,323.1479,323.1463,323.1441,323.1411,323.1372,323.1321,323.1257,323.1183,323.1103,,,,,,,,,323.1101
100500,1.202000,323.1455,323.1452,323.1444,323.1429,323.1407,323.1376,323.1332,323.1271,323.1188,323.1072,323.0909,323.0677,323.0339,,,,,,,,,323.0331
100560,1.202000,323.1372,323.1368,323.1356,323.1335,323.1304,323.1263,323.1212,323.1152,323.1087,323.1025,323.0985,323.0996,323.1116,,,,,,,,,323.1120
100620,1.202000,323.1286,323.1283,323.1271,323.1252,323.1226,323.1194,323.1157,323.1116,323.1073,323.1026,323.0972,323.0897,323.0774,,,,,,,,,323.0770
100680,1.202000,323.1218,323.1216,323.1207,323.1194,323.1177,323.1157,323.1137,323.1121,323.1113,323.1124,323.1166,323.1265,323.1459,,,,,,,,,323.1465
100740,1.202000,323.1181,323.1179,323.1175,323.1169,323.1161,323.1152,323.1143,323.1133,323.1121,323.1100,323.1057,323.0967,323.0784,,,,,,,,,323.0779
100800,1.202000,323.1152,323.1151,323.1147,323.1140,323.1130,323.1116,323.1098,323.1073,323.1042,323.1003,323.0957,323.0910,323.0879,,,,,,,,,323.0879
100860,1.202000,323.1120,323.1119,323.1114,323.1107,323.1097,323.1084,323.1069,323.1052,323.1037,323.1027,323.1025,323.1041,323.1084,,,,,,,,,323.1085
100920,1.202000,323.1096,323.1095,323.1093,323.1088,323.1083,323.1078,323.1074,323.1072,323.1075,323.1085,323.1105,323.1137,323.1182,,,,,,,,,323.1183
100980,1.202000,323.1086,323.1086,323.1085,323.1084,323.1083,323.1082,323.1081,323.1081,323.1081,323.1078,323.1069,323.1047,323.1001,,,,,,,,,323.1000
101040,1.202000,323.1086,323.1086,323.1086,323.1087,323.1089,323.1092,323.1098,323.1108,323.1125,323.1155,323.1205,323.1291,323.1437,,,,,,,,,323.1441
101100,1.202000,323.1098,323.1099,323.1101,323.1105,323.1111,323.1120,323.1131,323.1145,323.1161,323.1175,323.1180,323.1163,323.1100,,,,,,,,,323.1098
101160,1.202000,323.1113,323.1113,323.1115,323.1118,323.1121,323.1124,323.1126,323.1125,323.1120,323.1107,323.1083,323.1047,323.0997,,,,,,,,,323.0996
101220,1.202000,323.1113,323.1113,323.1113,323.1111,323.1108,323.1102,323.1092,323.1077,323.1054,323.1019,323.0971,323.0903,323.0809,,,,,,,,,323.0806
101280,1.202000,323.1095,323.1094,323.1091,323.1085,323.1077,323.1064,323.1048,323.1027,323.1000,323.0970,323.0937,323.0907,323.0888,,,,,,,,,323.0888
101340,1.202000,323.1080,323.1079,323.1079,323.1078,323.1078,323.1083,323.1095,323.1122,323.1174,323.1268,323.1431,323.1703,323.2148,,,,,,,,,323.2160
101400,1.202000,323.1113,323.1116,323.1123,323.1136,323.1157,323.1188,323.1233,323.1294,323.1372,323.1465,323.1561,323.1636,323.1640,,,,,,,,,323.1639
101460,1.202000,323.1180,323.1183,323.1193,323.1209,323.1231,323.1258,323.1289,323.1320,323.1345,323.1354,323.1334,323.1269,323.1137,,,,,,,,,323.1133
101520,1.202000,323.1228,323.1230,323.1235,323.1243,323.1252,323.1260,323.1266,323.1264,323.1252,323.1226,323.1183,323.1123,323.1051,,,,,,,,,323.1049
101580,1.202000,323.1240,323.1240,323.1240,323.1240,323.1238,323.1234,323.1225,323.1211,323.1189,323.1160,323.1124,323.1083,323.1039,,,,,,,,,323.1038
101640,1.202000,323.1230,323.1230,323.1228,323.1225,323.1221,323.1215,323.1208,323.1201,323.1197,323.1200,323.1216,323.1256,323.1337,,,,,,,,,323.1339
101700,1.202000,323.1239,323.1240,323.1244,323.1251,323.1264,323.1286,323.1324,323.1387,323.1488,323.1651,323.1907,323.2305,323.2920,,,,,,,,,323.2936
101760,1.202000,323.1317,323.1321,323.1335,323.1359,323.1396,323.1448,323.1518,323.1605,323.1708,323.1817,323.1905,323.1925,323.1790,,,,,,,,,323.1785
101820,1.202000,323.1423,323.1428,323.1443,323.1467,323.1499,323.1539,323.1584,323.1630,323.1670,323.1697,323.1704,323.1690,323.1660,,,,,,,,,323.1660
101880,1.202000,323.1505,323.1508,323.1518,323.1533,323.1554,323.1577,323.1601,323.1624,323.1643,323.1657,323.1665,323.1669,323.1672,,,,,,,,,323.1672
101940,1.202000,323.1552,323.1554,323.1559,323.1567,323.1577,323.1587,323.1596,323.1602,323.1600,323.1589,323.1563,323.1515,323.1432,,,,,,,,,323.1430
102000,1.202000,323.1570,323.1571,323.1572,323.1574,323.1576,323.1576,323.1574,323.1568,323.1558,323.1544,323.1527,323.1512,323.1506,,,,,,,,,323.1506
102060,1.202000,323.1571,323.1570,323.1570,323.1569,323.1568,323.1565,323.1562,323.1558,323.1553,323.1550,323.1549,323.1553,323.1564,,,,,,,,,323.1564
102120,1.202000,323.1575,323.1576,323.1577,323.1580,323.1586,323.1596,323.1614,323.1643,323.1691,323.1770,323.1896,323.2097,323.2416,,,,,,,,,323.2424
102180,1.202000,323.1612,323.1614,323.1620,323.1632,323.1650,323.1674,323.1707,323.1749,323.1798,323.1849,323.1888,323.1891,323.1809,,,,,,,,,323.1806
102240,1.202000,323.1664,323.1666,323.1673,323.1685,323.1702,323.1723,323.1747,323.1773,323.1800,323.1826,323.1852,323.1882,323.1931,,,,,,,,,323.1932
102300,1.202000,323.1710,323.1712,323.1718,323.1728,323.1742,323.1759,323.1779,323.1802,323.1827,323.1854,323.1883,323.1915,323.1947,,,,,,,,,323.1947
102360,1.202000,323.1754,323.1756,323.1762,323.1773,323.1788,323.1809,323.1836,323.1871,323.1918,323.1981,323.2069,323.2195,323.2381,,,,,,,,,323.2386
102420,1.202000,323.1814,323.1817,323.1826,323.1843,323.1868,323.1902,323.1948,323.2009,323.2090,323.2194,323.2329,323.2500,323.2717,,,,,,,,,323.2722
102480,1.202000,323.1905,323.1910,323.1924,323.1949,323.1985,323.2034,323.2098,323.2179,323.2281,323.2406,323.2557,323.2737,323.2948,,,,,,,,,323.2953
102540,1.202000,323.2017,323.2022,323.2038,323.2064,323.2100,323.2145,323.2197,323.2253,323.2305,323.2342,323.2343,323.2277,323.2094,,,,,,,,,323.2089
102600,1.202000,323.2109,323.2113,323.2124,323.2143,323.2168,323.2197,323.2230,323.2265,323.2301,323.2344,323.2401,323.2494,323.2667,,,,,,,,,323.2671
102660,1.202000,323.2182,323.2185,323.2195,323.2212,323.2235,323.2265,323.2302,323.2347,323.2402,323.2469,323.2550,323.2644,323.2747,,,,,,,,,323.2749
102720,1.202000,323.2256,323.2259,323.2270,323.2288,323.2313,323.2345,323.2386,323.2436,323.2495,323.2564,323.2643,323.2734,323.2837,,,,,,,,,323.2839
102780,1.202000,323.2330,323.2333,323.2343,323.2359,323.2382,323.2410,323.2441,323.2475,323.2507,323.2531,323.2537,323.2510,323.2427,,,,,,,,,323.2424
102840,1.202000,323.2383,323.2385,323.2391,323.2400,323.2412,323.2424,323.2434,323.2440,323.2436,323.2419,323.2383,323.2325,323.2242,,,,,,,,,323.2240
102900,1.202000,323.2403,323.2404,323.2406,323.2408,323.2409,323.2409,323.2406,323.2399,323.2387,323.2371,323.2352,323.2335,323.2330,,,,,,,,,323.2330
102960,1.202000,323.2405,323.2405,323.2405,323.2405,323.2405,323.2405,323.2405,323.2408,323.2414,323.2429,323.2457,323.2509,323.2597,,,,,,,,,323.2599
103020,1.202000,323.2406,323.2406,323.2406,323.2406,323.2406,323.2405,323.2403,323.2398,323.2387,323.2364,323.2319,323.2234,323.2078,,,,,,,,,323.2073
103080,1.202000,323.2396,323.2396,323.2394,323.2390,323.2384,323.2375,323.2362,323.2344,323.2319,323.2289,323.2256,323.2227,323.2219,,,,,,,,,323.2219
103140,1.202000,323.2375,323.2374,323.2370,323.2365,323.2356,323.2346,323.2332,323.2316,323.2297,323.2277,323.2257,323.2236,323.2213,,,,,,,,,323.2213
103200,1.202000,323.2346,323.2344,323.2340,323.2332,323.2320,323.2304,323.2282,323.2252,323.2211,323.2153,323.2069,323.1947,323.1762,,,,,,,,,323.1758
103260,1.202000,323.2297,323.2294,323.2286,323.2272,323.2252,323.2222,323.2183,323.2131,323.2062,323.1975,323.1864,323.1729,323.1568,,,,,,,,,323.1564
103320,1.202000,323.2227,323.2223,323.2213,323.2196,323.2171,323.2139,323.2100,323.2056,323.2010,323.1967,323.1939,323.1942,323.2006,,,,,,,,,323.2008
103380,1.202000,323.2160,323.2157,323.2148,323.2134,323.2114,323.2091,323.2064,323.2035,323.2005,323.1975,323.1943,323.1902,323.1837,,,,,,,,,323.1835
103440,1.202000,323.2099,323.2096,323.2087,323.2073,323.2051,323.2023,323.1985,323.1935,323.1868,323.1775,323.1643,323.1452,323.1170,,,,,,,,,323.1163
103500,1.202000,323.2033,323.2030,323.2022,323.2007,323.1988,323.1966,323.1942,323.1923,323.1919,323.1948,323.2041,323.2252,323.2670,,,,,,,,,323.2681
103560,1.202000,323.2008,323.2008,323.2007,323.2007,323.2010,323.2020,323.2040,323.2076,323.2135,323.2219,323.2327,323.2449,323.2553,,,,,,,,,323.2554
103620,1.202000,323.2032,323.2033,323.2038,323.2045,323.2057,323.2072,323.2090,323.2109,323.2122,323.2118,323.2079,323.1977,323.1770,,,,,,,,,323.1764
103680,1.202000,323.2049,323.2049,323.2050,323.2051,323.2050,323.2045,323.2033,323.2010,323.1970,323.1907,323.1814,323.1688,323.1529,,,,,,,,,323.1525
103740,1.202000,323.2027,323.2026,323.2022,323.2013,323.2001,323.1981,323.1955,323.1920,323.1876,323.1825,323.1772,323.1726,323.1703,,,,,,,,,323.1703
103800,1.202000,323.1986,323.1984,323.1978,323.1968,323.1953,323.1935,323.1913,323.1889,323.1866,323.1846,323.1834,323.1836,323.1858,,,,,,,,,323.1859
103860,1.202000,323.1946,323.1944,323.1938,323.1929,323.1917,323.1901,323.1882,323.1858,323.1830,323.1795,323.1746,323.1675,323.1563,,,,,,,,,323.1560
103920,1.202000,323.1905,323.1903,323.1898,323.1888,323.1874,323.1856,323.1834,323.1807,323.1775,323.1738,323.1699,323.1662,323.1636,,,,,,,,,323.1636
103980,1.202000,323.1866,323.1864,323.1859,323.1851,323.1839,323.1825,323.1809,323.1794,323.1780,323.1772,323.1775,323.1795,323.1844,,,,,,,,,323.1846
104040,1.202000,323.1833,323.1832,323.1827,323.1819,323.1809,323.1794,323.1775,323.1750,323.1716,323.1665,323.1586,323.1459,323.1251,,,,,,,,,323.1246
104100,1.202000,323.1790,323.1787,323.1781,323.1769,323.1751,323.1727,323.1694,323.1652,323.1598,323.1533,323.1456,323.1375,323.1301,,,,,,,,,323.1300
104160,1.202000,323.1733,323.1730,323.1722,323.1708,323.1688,323.1663,323.1633,323.1599,323.1563,323.1528,323.1500,323.1488,323.1504,,,,,,,,,323.1504
104220,1.202000,323.1677,323.1674,323.1667,323.1654,323.1637,323.1615,323.1588,323.1556,323.1519,323.1475,323.1417,323.1339,323.1222,,,,,,,,,323.1219
104280,1.202000,323.1628,323.1626,323.1619,323.1609,323.1596,323.1580,323.1562,323.1547,323.1537,323.1540,323.1568,323.1641,323.1794,,,,,,,,,323.1798
104340,1.202000,323.1609,323.1609,323.1608,323.1608,323.1611,323.1620,323.1638,323.1672,323.1730,323.1824,323.1967,323.2180,323.2487,,,,,,,,,323.2495
104400,1.202000,323.1638,323.1639,323.1645,323.1654,323.1669,323.1689,323.1715,323.1744,323.1771,323.1783,323.1757,323.1652,323.1399,,,,,,,,,323.1391
104460,1.201967,323.1672,323.1674,323.1678,323.1685,323.1694,323.1704,323.1715,323.1725,323.1734,323.1746,323.1769,323.1827,323.1965,,,,,,,,,323.1969
104520,1.201933,323.1705,323.1706,323.1712,323.1720,323.1734,323.1752,323.1779,323.1817,323.1871,323.1949,323.2061,323.2221,323.2445,,,,,,,,,323.2450
104580,1.201900,323.1745,323.1747,323.1752,323.1760,323.1770,323.1781,323.1789,323.1787,323.1765,323.1702,323.1562,323.1290,323.0791,,,,,,,,,323.0778
104640,1.201867,323.1743,323.1742,323.1740,323.1734,323.1723,323.1704,323.1673,323.1628,323.1565,323.1488,323.1405,323.1347,323.1370,,,,,,,,,323.1372
104700,1.201833,323.1704,323.1702,323.1697,323.1687,323.1673,323.1656,323.1637,323.1620,323.1611,323.1620,323.1660,323.1749,323.1909,,,,,,,,,323.1912
104760,1.201800,323.1675,323.1674,323.1671,323.1666,323.1660,323.1654,323.1649,323.1645,323.1642,323.1636,323.1620,323.1576,323.1474,,,,,,,,,323.1471
104820,1.201767,323.1663,323.1662,323.1661,323.1660,323.1659,323.1659,323.1661,323.1667,323.1681,323.1708,323.1759,323.1853,323.2025,,,,,,,,,323.2029
104880,1.201733,323.1667,323.1667,323.1668,323.1670,323.1673,323.1678,323.1684,323.1692,323.1697,323.1696,323.1677,323.1621,323.1490,,,,,,,,,323.1487
104940,1.201700,323.1679,323.1679,323.1682,323.1686,323.1692,323.1701,323.1714,323.1735,323.1769,323.1824,323.1919,323.2082,323.2367,,,,,,,,,323.2373
105000,1.201667,323.1704,323.1705,323.1709,323.1715,323.1724,323.1734,323.1746,323.1756,323.1758,323.1739,323.1676,323.1528,323.1221,,,,,,,,,323.1214
105060,1.201633,323.1713,323.1713,323.1713,323.1712,323.1710,323.1704,323.1693,323.1674,323.1645,323.1606,323.1564,323.1534,323.1551,,,,,,,,,323.1552
105120,1.201600,323.1694,323.1693,323.1689,323.1682,323.1672,323.1656,323.1634,323.1603,323.1561,323.1505,323.1426,323.1314,323.1143,,,,,,,,,323.1139
105180,1.201567,323.1645,323.1643,323.1634,323.1620,323.1597,323.1565,323.1520,323.1460,323.1378,323.1268,323.1121,323.0926,323.0667,,,,,,,,,323.0662
105240,1.201533,323.1559,323.1554,323.1540,323.1517,323.1482,323.1435,323.1373,323.1296,323.1201,323.1088,323.0961,323.0825,323.0693,,,,,,,,,323.0691
105300,1.201500,323.1456,323.1451,323.1437,323.1414,323.1383,323.1345,323.1302,323.1260,323.1227,323.1215,323.1247,323.1352,323.1578,,,,,,,,,323.1583
105360,1.201467,323.1391,323.1389,323.1383,323.1373,323.1363,323.1356,323.1357,323.1370,323.1405,323.1469,323.1570,323.1714,323.1903,,,,,,,,,323.1906
105420,1.201433,323.1387,323.1388,323.1389,323.1393,323.1401,323.1414,323.1434,323.1463,323.1501,323.1543,323.1584,323.1607,323.1589,,,,,,,,,323.1588
105480,1.201400,323.1414,323.1416,323.1420,323.1428,323.1438,323.1452,323.1469,323.1488,323.1508,323.1526,323.1539,323.1547,323.1551,,,,,,,,,323.1551
105540,1.201367,323.1443,323.1445,323.1448,323.1455,323.1463,323.1473,323.1484,323.1496,323.1507,323.1517,323.1525,323.1530,323.1531,,,,,,,,,323.1531
105600,1.201333,323.1477,323.1479,323.1484,323.1495,323.1510,323.1533,323.1567,323.1617,323.1693,323.1809,323.1990,323.2273,323.2719,,,,,,,,,323.2727
105660,1.201300,323.1546,323.1549,323.1560,323.1580,323.1608,323.1646,323.1696,323.1756,323.1824,323.1889,323.1931,323.1912,323.1759,,,,,,,,,323.1756
105720,1.201267,323.1622,323.1625,323.1635,323.1651,323.1672,323.1697,323.1723,323.1746,323.1763,323.1766,323.1752,323.1721,323.1681,,,,,,,,,323.1681
105780,1.201233,323.1671,323.1673,323.1679,323.1687,323.1699,323.1711,323.1723,323.1733,323.1742,323.1749,323.1757,323.1770,323.1797,,,,,,,,,323.1797
105840,1.201200,323.1702,323.1703,323.1707,323.1713,323.1722,323.1734,323.1748,323.1767,323.1792,323.1826,323.1876,323.1948,323.2056,,,,,,,,,323.2057
105900,1.201167,323.1733,323.1735,323.1740,323.1748,323.1760,323.1775,323.1796,323.1821,323.1852,323.1888,323.1929,323.1969,323.2002,,,,,,,,,323.2002
105960,1.201133,323.1771,323.1773,323.1779,323.1788,323.1801,323.1819,323.1841,323.1868,323.1899,323.1937,323.1981,323.2035,323.2103,,,,,,,,,323.2104
106020,1.201100,323.1814,323.1816,323.1823,323.1833,323.1848,323.1868,323.1893,323.1924,323.1961,323.2005,323.2058,323.2122,323.2197,,,,,,,,,323.2198
106080,1.201067,323.1865,323.1867,323.1874,323.1887,323.1905,323.1930,323.1961,323.2001,323.2051,323.2113,323.2192,323.2293,323.2426,,,,,,,,,323.2427
