time_s,radius_cm,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm,surface_temperature_K
61020,1.218100,323.1162,323.1160,323.1156,323.1149,323.1139,323.1126,323.1108,323.1088,323.1066,323.1045,323.1036,323.1056,323.1136,,,,,,,,,323.1161
61080,1.218067,323.1146,323.1146,323.1145,323.1145,323.1147,323.1153,323.1168,323.1198,323.1254,323.1350,323.1509,323.1762,323.2156,,,,,,,,,323.2249
61140,1.218033,323.1187,323.1190,323.1199,323.1215,323.1240,323.1279,323.1334,323.1412,323.1518,323.1655,323.1824,323.2019,323.2226,,,,,,,,,323.2263
61200,1.218000,323.1280,323.1285,323.1298,323.1322,323.1356,323.1401,323.1455,323.1517,323.1581,323.1637,323.1668,323.1646,323.1531,,,,,,,,,323.1495
61260,1.217933,323.1369,323.1373,323.1384,323.1403,323.1427,323.1456,323.1486,323.1516,323.1542,323.1561,323.1571,323.1578,323.1596,,,,,,,,,323.1602
61320,1.217867,323.1429,323.1431,323.1438,323.1449,323.1463,323.1478,323.1493,323.1507,323.1516,323.1518,323.1509,323.1485,323.1437,,,,,,,,,323.1425
61380,1.217800,323.1458,323.1459,323.1462,323.1467,323.1472,323.1476,323.1478,323.1476,323.1469,323.1453,323.1428,323.1391,323.1340,,,,,,,,,323.1329
61440,1.217733,323.1464,323.1464,323.1464,323.1464,323.1463,323.1460,323.1455,323.1446,323.1434,323.1418,323.1400,323.1380,323.1363,,,,,,,,,323.1361
61500,1.217667,323.1461,323.1461,323.1460,323.1459,323.1459,323.1459,323.1460,323.1465,323.1476,323.1499,323.1542,323.1618,323.1747,,,,,,,,,323.1778
61560,1.217600,323.1464,323.1464,323.1465,323.1466,323.1468,323.1470,323.1473,323.1475,323.1474,323.1464,323.1434,323.1366,323.1224,,,,,,,,,323.1186
61620,1.217533,323.1459,323.1459,323.1457,323.1454,323.1448,323.1439,323.1425,323.1401,323.1366,323.1314,323.1240,323.1140,323.1012,,,,,,,,,323.0986
61680,1.217467,323.1436,323.1435,323.1432,323.1426,323.1418,323.1408,323.1396,323.1386,323.1381,323.1391,323.1430,323.1525,323.1717,,,,,,,,,323.1766
61740,1.217400,323.1426,323.1426,323.1426,323.1426,323.1428,323.1433,323.1443,323.1462,323.1492,323.1537,323.1598,323.1672,323.1751,,,,,,,,,323.1763
61800,1.217333,323.1440,323.1441,323.1443,323.1448,323.1455,323.1464,323.1475,323.1487,323.1498,323.1502,323.1490,323.1448,323.1351,,,,,,,,,323.1326
61860,1.217267,323.1459,323.1460,323.1462,323.1467,323.1474,323.1482,323.1493,323.1509,323.1530,323.1563,323.1618,323.1714,323.1885,,,,,,,,,323.1927
61920,1.217200,323.1478,323.1479,323.1481,323.1485,323.1489,323.1494,323.1497,323.1495,323.1482,323.1448,323.1374,323.1224,323.0941,,,,,,,,,323.0871
61980,1.217133,323.1480,323.1479,323.1479,323.1478,323.1475,323.1471,323.1465,323.1458,323.1453,323.1458,323.1490,323.1581,323.1795,,,,,,,,,323.1852
62040,1.217067,323.1483,323.1483,323.1485,323.1488,323.1493,323.1501,323.1516,323.1540,323.1578,323.1633,323.1710,323.1808,323.1921,,,,,,,,,323.1941
62100,1.217000,323.1510,323.1511,323.1516,323.1523,323.1535,323.1552,323.1573,323.1600,323.1630,323.1662,323.1688,323.1700,323.1680,,,,,,,,,323.1671
62160,1.216933,323.1542,323.1543,323.1547,323.1554,323.1562,323.1572,323.1582,323.1590,323.1591,323.1583,323.1558,323.1508,323.1423,,,,,,,,,323.1404
62220,1.216867,323.1552,323.1552,323.1552,323.1552,323.1549,323.1542,323.1529,323.1505,323.1466,323.1403,323.1308,323.1168,323.0962,,,,,,,,,323.0918
62280,1.216800,323.1522,323.1520,323.1514,323.1503,323.1486,323.1459,323.1422,323.1370,323.1301,323.1210,323.1095,323.0954,323.0788,,,,,,,,,323.0757
62340,1.216733,323.1452,323.1449,323.1438,323.1418,323.1390,323.1351,323.1299,323.1234,323.1152,323.1054,323.0936,323.0799,323.0639,,,,,,,,,323.0609
62400,1.216667,323.1362,323.1358,323.1346,323.1325,323.1295,323.1258,323.1215,323.1167,323.1119,323.1079,323.1061,323.1085,323.1185,,,,,,,,,323.1213
62460,1.216600,323.1292,323.1289,323.1281,323.1268,323.1252,323.1235,323.1220,323.1212,323.1217,323.1241,323.1293,323.1382,323.1518,,,,,,,,,323.1545
62520,1.216533,323.1272,323.1272,323.1272,323.1274,323.1279,323.1292,323.1316,323.1357,323.1426,323.1531,323.1688,323.1919,323.2255,,,,,,,,,323.2325
62580,1.216467,323.1315,323.1317,323.1325,323.1339,323.1361,323.1392,323.1434,323.1486,323.1546,323.1608,323.1655,323.1660,323.1569,,,,,,,,,323.1539
62640,1.216400,323.1378,323.1381,323.1389,323.1403,323.1423,323.1447,323.1474,323.1502,323.1528,323.1549,323.1562,323.1570,323.1584,,,,,,,,,323.1588
62700,1.216333,323.1428,323.1430,323.1436,323.1446,323.1459,323.1475,323.1492,323.1509,323.1525,323.1539,323.1550,323.1557,323.1559,,,,,,,,,323.1559
62760,1.216267,323.1462,323.1464,323.1468,323.1474,323.1483,323.1494,323.1506,323.1519,323.1532,323.1547,323.1563,323.1583,323.1609,,,,,,,,,323.1615
62820,1.216200,323.1485,323.1486,323.1489,323.1494,323.1499,323.1506,323.1513,323.1519,323.1523,323.1522,323.1514,323.1492,323.1447,,,,,,,,,323.1437
62880,1.216133,323.1496,323.1496,323.1497,323.1498,323.1498,323.1498,323.1495,323.1488,323.1476,323.1455,323.1423,323.1376,323.1310,,,,,,,,,323.1297
62940,1.216067,323.1497,323.1497,323.1497,323.1497,323.1498,323.1501,323.1505,323.1515,323.1535,323.1573,323.1645,323.1773,323.1996,,,,,,,,,323.2046
63000,1.216000,323.1523,323.1525,323.1531,323.1542,323.1559,323.1587,323.1629,323.1692,323.1785,323.1921,323.2114,323.2386,323.2766,,,,,,,,,323.2841
63060,1.215933,323.1606,323.1610,323.1624,323.1648,323.1683,323.1733,323.1798,323.1882,323.1982,323.2097,323.2215,323.2316,323.2363,,,,,,,,,323.2361
63120,1.215867,323.1721,323.1727,323.1743,323.1771,323.1811,323.1864,323.1928,323.2006,323.2096,323.2200,323.2321,323.2467,323.2657,,,,,,,,,323.2694
63180,1.215800,323.1847,323.1853,323.1871,323.1901,323.1943,323.1999,323.2068,323.2152,323.2252,323.2370,323.2508,323.2671,323.2861,,,,,,,,,323.2894
63240,1.215733,323.1969,323.1975,323.1991,323.2017,323.2052,323.2094,323.2140,323.2185,323.2220,323.2228,323.2187,323.2057,323.1776,,,,,,,,,323.1710
63300,1.215667,323.2044,323.2047,323.2055,323.2066,323.2079,323.2091,323.2097,323.2093,323.2074,323.2035,323.1978,323.1910,323.1853,,,,,,,,,323.1848
63360,1.215600,323.2072,323.2072,323.2075,323.2080,323.2085,323.2092,323.2100,323.2114,323.2139,323.2186,323.2274,323.2433,323.2708,,,,,,,,,323.2766
63420,1.215533,323.2102,323.2104,323.2109,323.2118,323.2132,323.2152,323.2180,323.2217,323.2266,323.2327,323.2395,323.2457,323.2489,,,,,,,,,323.2488
63480,1.215467,323.2145,323.2147,323.2153,323.2162,323.2175,323.2191,323.2208,323.2223,323.2232,323.2225,323.2191,323.2112,323.1961,,,,,,,,,323.1929
63540,1.215400,323.2170,323.2171,323.2173,323.2176,323.2180,323.2181,323.2180,323.2174,323.2161,323.2140,323.2114,323.2088,323.2079,,,,,,,,,323.2081
63600,1.215333,323.2164,323.2163,323.2161,323.2156,323.2147,323.2133,323.2109,323.2073,323.2017,323.1932,323.1801,323.1601,323.1287,,,,,,,,,323.1223
63660,1.215267,323.2112,323.2109,323.2099,323.2082,323.2056,323.2018,323.1966,323.1894,323.1800,323.1680,323.1532,323.1359,323.1168,,,,,,,,,323.1138
63720,1.215200,323.2020,323.2015,323.2002,323.1978,323.1945,323.1902,323.1848,323.1785,323.1716,323.1649,323.1593,323.1568,323.1600,,,,,,,,,323.1613
63780,1.215133,323.1929,323.1926,323.1914,323.1895,323.1870,323.1840,323.1808,323.1776,323.1750,323.1735,323.1738,323.1765,323.1823,,,,,,,,,323.1835
63840,1.215067,323.1873,323.1871,323.1865,323.1856,323.1845,323.1835,323.1828,323.1829,323.1841,323.1870,323.1925,323.2013,323.2149,,,,,,,,,323.2175
63900,1.215000,323.1858,323.1858,323.1857,323.1857,323.1858,323.1862,323.1870,323.1883,323.1902,323.1924,323.1945,323.1956,323.1939,,,,,,,,,323.1932
63960,1.214933,323.1873,323.1874,323.1878,323.1884,323.1894,323.1910,323.1933,323.1967,323.2018,323.2094,323.2208,323.2384,323.2664,,,,,,,,,323.2720
64020,1.214867,323.1916,323.1918,323.1925,323.1936,323.1953,323.1975,323.2003,323.2034,323.2065,323.2086,323.2081,323.2016,323.1835,,,,,,,,,323.1792
64080,1.214800,323.1958,323.1959,323.1964,323.1973,323.1983,323.1996,323.2008,323.2020,323.2030,323.2039,323.2052,323.2083,323.2163,,,,,,,,,323.2182
64140,1.214733,323.1984,323.1985,323.1988,323.1993,323.1998,323.2005,323.2011,323.2015,323.2016,323.2010,323.1991,323.1949,323.1862,,,,,,,,,323.1843
64200,1.214667,323.1995,323.1995,323.1996,323.1998,323.1999,323.2000,323.2000,323.1999,323.1997,323.1996,323.1998,323.2013,323.2057,,,,,,,,,323.2067
64260,1.214600,323.1997,323.1997,323.1997,323.1997,323.1996,323.1995,323.1992,323.1987,323.1979,323.1966,323.1942,323.1900,323.1824,,,,,,,,,323.1808
64320,1.214533,323.1990,323.1989,323.1988,323.1985,323.1981,323.1974,323.1965,323.1953,323.1936,323.1913,323.1886,323.1855,323.1825,,,,,,,,,323.1821
64380,1.214467,323.1981,323.1981,323.1981,323.1980,323.1980,323.1983,323.1989,323.2004,323.2034,323.2089,323.2187,323.2354,323.2635,,,,,,,,,323.2689
64440,1.214400,323.1997,323.1998,323.2001,323.2007,323.2016,323.2029,323.2047,323.2068,323.2091,323.2109,323.2106,323.2053,323.1897,,,,,,,,,323.1860
64500,1.214333,323.2003,323.2003,323.2002,323.1999,323.1991,323.1976,323.1947,323.1895,323.1805,323.1657,323.1419,323.1049,323.0483,,,,,,,,,323.0379
64560,1.214267,323.1942,323.1938,323.1927,323.1906,323.1875,323.1830,323.1768,323.1690,323.1596,323.1496,323.1412,323.1388,323.1506,,,,,,,,,323.1542
64620,1.214200,323.1847,323.1842,323.1829,323.1807,323.1776,323.1737,323.1692,323.1643,323.1593,323.1545,323.1502,323.1458,323.1392,,,,,,,,,323.1379
64680,1.214133,323.1757,323.1753,323.1741,323.1720,323.1692,323.1655,323.1610,323.1555,323.1486,323.1400,323.1286,323.1130,323.0908,,,,,,,,,323.0869
64740,1.214067,323.1668,323.1664,323.1652,323.1631,323.1603,323.1566,323.1523,323.1473,323.1420,323.1370,323.1333,323.1329,323.1394,,,,,,,,,323.1411
64800,1.214000,323.1589,323.1586,323.1576,323.1559,323.1536,323.1508,323.1476,323.1440,323.1402,323.1360,323.1312,323.1247,323.1147,,,,,,,,,323.1128
64860,1.213967,323.1521,323.1518,323.1508,323.1493,323.1471,323.1442,323.1407,323.1362,323.1308,323.1240,323.1153,323.1042,323.0897,,,,,,,,,323.0873
64920,1.213933,323.1453,323.1450,323.1441,323.1426,323.1405,323.1379,323.1348,323.1314,323.1281,323.1255,323.1246,323.1271,323.1361,,,,,,,,,323.1381
64980,1.213900,323.1392,323.1389,323.1381,323.1366,323.1346,323.1319,323.1285,323.1240,323.1180,323.1095,323.0966,323.0763,323.0427,,,,,,,,,323.0364
65040,1.213867,323.1324,323.1320,323.1311,323.1295,323.1272,323.1244,323.1209,323.1172,323.1137,323.1115,323.1127,323.1212,323.1441,,,,,,,,,323.1491
65100,1.213833,323.1274,323.1272,323.1267,323.1259,323.1250,323.1242,323.1237,323.1241,323.1258,323.1293,323.1350,323.1426,323.1508,,,,,,,,,323.1519
65160,1.213800,323.1263,323.1263,323.1263,323.1263,323.1265,323.1270,323.1278,323.1292,323.1310,323.1331,323.1353,323.1367,323.1364,,,,,,,,,323.1362
65220,1.213767,323.1275,323.1276,323.1279,323.1283,323.1290,323.1301,323.1315,323.1335,323.1362,323.1398,323.1449,323.1523,323.1636,,,,,,,,,323.1657
65280,1.213733,323.1303,323.1304,323.1308,323.1316,323.1326,323.1341,323.1359,323.1382,323.1408,323.1436,323.1463,323.1480,323.1474,,,,,,,,,323.1471
65340,1.213700,323.1340,323.1342,323.1348,323.1357,323.1372,323.1392,323.1419,323.1455,323.1505,323.1574,323.1673,323.1822,323.2053,,,,,,,,,323.2095
65400,1.213667,323.1387,323.1389,323.1396,323.1406,323.1421,323.1438,323.1457,323.1473,323.1481,323.1466,323.1406,323.1262,323.0964,,,,,,,,,323.0905
65460,1.213633,323.1408,323.1408,323.1409,323.1410,323.1409,323.1404,323.1391,323.1367,323.1328,323.1270,323.1194,323.1108,323.1032,,,,,,,,,323.1025
65520,1.213600,323.1396,323.1395,323.1393,323.1389,323.1383,323.1376,323.1368,323.1363,323.1365,323.1386,323.1441,323.1556,323.1772,,,,,,,,,323.1813
65580,1.213567,323.1389,323.1388,323.1388,323.1388,323.1388,323.1389,323.1391,323.1395,323.1399,323.1398,323.1382,323.1326,323.1188,,,,,,,,,323.1159
65640,1.213533,323.1396,323.1397,323.1399,323.1403,323.1410,323.1422,323.1440,323.1471,323.1522,323.1606,323.1747,323.1988,323.2402,,,,,,,,,323.2478
65700,1.213500,323.1438,323.1441,323.1448,323.1461,323.1481,323.1508,323.1545,323.1591,323.1645,323.1700,323.1739,323.1730,323.1607,,,,,,,,,323.1576
65760,1.213467,323.1483,323.1484,323.1489,323.1496,323.1503,323.1508,323.1506,323.1488,323.1443,323.1354,323.1196,323.0935,323.0527,,,,,,,,,323.0456
65820,1.213433,323.1466,323.1464,323.1458,323.1448,323.1429,323.1399,323.1353,323.1287,323.1197,323.1079,323.0937,323.0783,323.0643,,,,,,,,,323.0627
65880,1.213400,323.1392,323.1388,323.1376,323.1356,323.1327,323.1287,323.1238,323.1178,323.1113,323.1046,323.0987,323.0949,323.0950,,,,,,,,,323.0955
65940,1.213367,323.1313,323.1309,323.1299,323.1283,323.1262,323.1237,323.1212,323.1190,323.1179,323.1189,323.1231,323.1323,323.1491,,,,,,,,,323.1522
66000,1.213333,323.1267,323.1266,323.1261,323.1254,323.1245,323.1237,323.1230,323.1227,323.1226,323.1226,323.1219,323.1190,323.1107,,,,,,,,,323.1089
66060,1.213300,323.1248,323.1247,323.1246,323.1243,323.1240,323.1237,323.1235,323.1234,323.1237,323.1246,323.1266,323.1306,323.1388,,,,,,,,,323.1404
66120,1.213267,323.1246,323.1246,323.1247,323.1248,323.1251,323.1256,323.1264,323.1276,323.1295,323.1323,323.1361,323.1411,323.1471,,,,,,,,,323.1480
66180,1.213233,323.1266,323.1267,323.1271,323.1279,323.1290,323.1307,323.1332,323.1369,323.1421,323.1497,323.1605,323.1761,323.1992,,,,,,,,,323.2031
66240,1.213200,323.1312,323.1315,323.1322,323.1334,323.1352,323.1375,323.1404,323.1438,323.1474,323.1503,323.1513,323.1477,323.1353,,,,,,,,,323.1326
66300,1.213167,323.1353,323.1354,323.1359,323.1366,323.1374,323.1381,323.1385,323.1381,323.1363,323.1324,323.1254,323.1145,323.0985,,,,,,,,,323.0960
66360,1.213133,323.1357,323.1356,323.1355,323.1352,323.1346,323.1335,323.1318,323.1290,323.1251,323.1199,323.1135,323.1060,323.0984,,,,,,,,,323.0975
66420,1.213100,323.1323,323.1321,323.1315,323.1305,323.1288,323.1264,323.1231,323.1185,323.1125,323.1044,323.0937,323.0792,323.0590,,,,,,,,,323.0557
66480,1.213067,323.1262,323.1258,323.1249,323.1233,323.1209,323.1178,323.1138,323.1090,323.1035,323.0976,323.0920,323.0882,323.0884,,,,,,,,,323.0889
66540,1.213033,323.1195,323.1192,323.1183,323.1168,323.1149,323.1125,323.1098,323.1070,323.1045,323.1027,323.1022,323.1036,323.1075,,,,,,,,,323.1082
66600,1.213000,323.1148,323.1146,323.1141,323.1133,323.1122,323.1112,323.1102,323.1097,323.1098,323.1110,323.1137,323.1185,323.1258,,,,,,,,,323.1271
66660,1.212967,323.1126,323.1125,323.1123,323.1119,323.1115,323.1110,323.1104,323.1098,323.1089,323.1072,323.1040,323.0979,323.0862,,,,,,,,,323.0840
66720,1.212933,323.1106,323.1105,323.1102,323.1096,323.1088,323.1075,323.1058,323.1033,323.0998,323.0949,323.0882,323.0794,323.0681,,,,,,,,,323.0665
66780,1.212900,323.1075,323.1073,323.1069,323.1061,323.1050,323.1036,323.1018,323.1000,323.0982,323.0970,323.0974,323.1010,323.1104,,,,,,,,,323.1123
66840,1.212867,323.1057,323.1057,323.1056,323.1055,323.1057,323.1062,323.1075,323.1102,323.1151,323.1234,323.1369,323.1579,323.1901,,,,,,,,,323.1954
66900,1.212833,323.1084,323.1086,323.1091,323.1101,323.1117,323.1139,323.1170,323.1210,323.1256,323.1302,323.1335,323.1324,323.1219,,,,,,,,,323.1194
66960,1.212800,323.1120,323.1121,323.1125,323.1131,323.1137,323.1142,323.1142,323.1129,323.1095,323.1026,323.0902,323.0697,323.0378,,,,,,,,,323.0325
67020,1.212767,323.1118,323.1118,323.1116,323.1113,323.1107,323.1098,323.1085,323.1069,323.1055,323.1055,323.1091,323.1205,323.1470,,,,,,,,,323.1521
67080,1.212733,323.1112,323.1112,323.1112,323.1113,323.1115,323.1119,323.1129,323.1148,323.1178,323.1224,323.1286,323.1358,323.1419,,,,,,,,,323.1425
67140,1.212700,323.1133,323.1134,323.1139,323.1146,323.1158,323.1176,323.1202,323.1239,323.1288,323.1354,323.1442,323.1560,323.1724,,,,,,,,,323.1750
67200,1.212667,323.1185,323.1187,323.1196,323.1211,323.1233,323.1264,323.1305,323.1359,323.1429,323.1517,323.1626,323.1760,323.1921,,,,,,,,,323.1944
67260,1.212633,323.1267,323.1271,323.1284,323.1306,323.1338,323.1383,323.1441,323.1517,323.1613,323.1735,323.1891,323.2091,323.2352,,,,,,,,,323.2391
67320,1.212600,323.1367,323.1371,323.1384,323.1406,323.1437,323.1473,323.1514,323.1552,323.1578,323.1573,323.1508,323.1331,323.0960,,,,,,,,,323.0892
67380,1.212567,323.1429,323.1431,323.1437,323.1447,323.1457,323.1467,323.1472,323.1470,323.1458,323.1438,323.1419,323.1427,323.1514,,,,,,,,,323.1535
67440,1.212533,323.1451,323.1452,323.1454,323.1457,323.1460,323.1463,323.1466,323.1469,323.1472,323.1479,323.1488,323.1501,323.1508,,,,,,,,,323.1508
67500,1.212500,323.1467,323.1468,323.1471,323.1476,323.1484,323.1497,323.1515,323.1544,323.1589,323.1659,323.1768,323.1939,323.2210,,,,,,,,,323.2254
67560,1.212467,323.1511,323.1514,323.1521,323.1535,323.1555,323.1585,323.1625,323.1679,323.1748,323.1835,323.1936,323.2044,323.2144,,,,,,,,,323.2155
67620,1.212433,323.1578,323.1581,323.1590,323.1606,323.1628,323.1655,323.1687,323.1721,323.1751,323.1769,323.1762,323.1709,323.1579,,,,,,,,,323.1555
67680,1.212400,323.1624,323.1625,323.1630,323.1636,323.1643,323.1648,323.1647,323.1634,323.1603,323.1545,323.1446,323.1295,323.1074,,,,,,,,,323.1040
67740,1.212367,323.1611,323.1610,323.1605,323.1596,323.1579,323.1552,323.1509,323.1444,323.1348,323.1212,323.1023,323.0763,323.0408,,,,,,,,,323.0355
67800,1.212333,323.1526,323.1522,323.1507,323.1481,323.1442,323.1386,323.1309,323.1209,323.1081,323.0923,323.0733,323.0515,323.0277,,,,,,,,,323.0246
67860,1.212300,323.1383,323.1375,323.1353,323.1315,323.1260,323.1185,323.1087,323.0963,323.0809,323.0618,323.0384,323.0092,322.9720,,,,,,,,,322.9665
67920,1.212267,323.1191,323.1182,323.1154,323.1105,323.1035,323.0941,323.0820,323.0669,323.0484,323.0259,322.9989,322.9666,322.9282,,,,,,,,,322.9228
67980,1.212233,323.0981,323.0971,323.0943,323.0897,323.0833,323.0755,323.0667,323.0578,323.0505,323.0472,323.0525,323.0732,323.1207,,,,,,,,,323.1293
68040,1.212200,323.0835,323.0830,323.0814,323.0788,323.0758,323.0725,323.0697,323.0679,323.0677,323.0692,323.0716,323.0722,323.0648,,,,,,,,,323.0628
68100,1.212167,323.0764,323.0761,323.0754,323.0741,323.0726,323.0710,323.0692,323.0674,323.0654,323.0627,323.0590,323.0536,323.0461,,,,,,,,,323.0451
68160,1.212133,323.0726,323.0725,323.0721,323.0715,323.0707,323.0699,323.0693,323.0691,323.0697,323.0719,323.0768,323.0865,323.1042,,,,,,,,,323.1072
68220,1.212100,323.0723,323.0723,323.0724,323.0727,323.0733,323.0745,323.0764,323.0796,323.0845,323.0916,323.1015,323.1149,323.1322,,,,,,,,,323.1346
68280,1.212067,323.0762,323.0764,323.0771,323.0784,323.0804,323.0833,323.0874,323.0928,323.0999,323.1090,323.1203,323.1340,323.1505,,,,,,,,,323.1527
68340,1.212033,323.0837,323.0841,323.0853,323.0873,323.0903,323.0943,323.0996,323.1062,323.1144,323.1243,323.1359,323.1495,323.1654,,,,,,,,,323.1675
68400,1.212000,323.0937,323.0942,323.0957,323.0982,323.1018,323.1065,323.1126,323.1200,323.1290,323.1396,323.1522,323.1670,323.1845,,,,,,,,,323.1869
68460,1.211967,323.1050,323.1055,323.1070,323.1097,323.1133,323.1180,323.1238,323.1303,323.1376,323.1451,323.1521,323.1575,323.1595,,,,,,,,,323.1594
68520,1.211933,323.1144,323.1148,323.1159,323.1177,323.1199,323.1224,323.1246,323.1260,323.1254,323.1215,323.1119,323.0936,323.0617,,,,,,,,,323.0565
68580,1.211900,323.1173,323.1173,323.1174,323.1173,323.1168,323.1155,323.1129,323.1083,323.1009,323.0901,323.0750,323.0556,323.0318,,,,,,,,,323.0287
68640,1.211867,323.1132,323.1130,323.1122,323.1108,323.1086,323.1056,323.1015,323.0965,323.0906,323.0847,323.0799,323.0785,323.0841,,,,,,,,,323.0855
68700,1.211833,323.1071,323.1068,323.1060,323.1047,323.1028,323.1006,323.0982,323.0958,323.0939,323.0930,323.0936,323.0961,323.1009,,,,,,,,,323.1016
68760,1.211800,323.1028,323.1026,323.1021,323.1013,323.1003,323.0993,323.0982,323.0974,323.0969,323.0968,323.0970,323.0975,323.0976,,,,,,,,,323.0976
68820,1.211767,323.1000,323.0999,323.0995,323.0989,323.0980,323.0968,323.0953,323.0931,323.0900,323.0852,323.0779,323.0663,323.0478,,,,,,,,,323.0449
68880,1.211733,323.0964,323.0962,323.0957,323.0947,323.0933,323.0913,323.0887,323.0855,323.0815,323.0768,323.0720,323.0678,323.0663,,,,,,,,,323.0664
68940,1.211700,323.0916,323.0913,323.0906,323.0894,323.0876,323.0852,323.0821,323.0783,323.0734,323.0671,323.0590,323.0479,323.0318,,,,,,,,,323.0294
69000,1.211667,323.0856,323.0854,323.0845,323.0831,323.0810,323.0783,323.0750,323.0711,323.0666,323.0619,323.0574,323.0543,323.0545,,,,,,,,,323.0548
69060,1.211633,323.0795,323.0792,323.0783,323.0769,323.0749,323.0723,323.0692,323.0654,323.0609,323.0556,323.0489,323.0401,323.0274,,,,,,,,,323.0255
69120,1.211600,323.0741,323.0739,323.0733,323.0722,323.0709,323.0695,323.0682,323.0676,323.0683,323.0717,323.0799,323.0962,323.1265,,,,,,,,,323.1314
69180,1.211567,323.0732,323.0732,323.0733,323.0737,323.0745,323.0760,323.0787,323.0832,323.0900,323.1000,323.1136,323.1311,323.1521,,,,,,,,,323.1548
69240,1.211533,323.0778,323.0781,323.0790,323.0804,323.0827,323.0859,323.0901,323.0955,323.1020,323.1091,323.1162,323.1219,323.1239,,,,,,,,,323.1238
69300,1.211500,323.0853,323.0856,323.0867,323.0886,323.0912,323.0947,323.0991,323.1045,323.1109,323.1187,323.1282,323.1406,323.1578,,,,,,,,,323.1603
69360,1.211467,323.0942,323.0947,323.0960,323.0983,323.1015,323.1059,323.1116,323.1189,323.1281,323.1397,323.1544,323.1732,323.1976,,,,,,,,,323.2009
69420,1.211433,323.1049,323.1054,323.1069,323.1094,323.1130,323.1176,323.1231,323.1295,323.1364,323.1430,323.1480,323.1491,323.1428,,,,,,,,,323.1413
69480,1.211400,323.1146,323.1150,323.1162,323.1182,323.1209,323.1242,323.1278,323.1315,323.1350,323.1380,323.1403,323.1421,323.1442,,,,,,,,,323.1445
69540,1.211367,323.1219,323.1223,323.1232,323.1248,323.1269,323.1296,323.1328,323.1366,323.1412,323.1469,323.1544,323.1650,323.1805,,,,,,,,,323.1827
